TRANSACTION_ID,ITEM_ID,CONTRACT_ID,SALE_REGISTRATION_DATE,ITEM,LOCALITY,NEIGHBORHOOD,SUBCATEGORY,MERCHANT_NAME,BRANCH_MERCHANT,SELLER_NAME,CANAL_CONSOLIDADO,LINEA_NEGOCIO,NUMBER_OF_INSTALLMENTS,TOTAL_VALUE,CURRENT_STATUS
TRX-244040,ITM-749462,CTR-68565,2025-01-31T12:14:38.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_19,ESTRATO 4,Aliado_84,Sucursal_303,Vendedor_84,Fdv Externa,Viajes y Experiencia,8,126.0,ENTREGADO
TRX-101881,ITM-118549,CTR-50660,2025-01-31T12:12:04.000Z,LAVADORA,Municipio_14,Barrio_376,ESTRATO 5,Aliado_23,Sucursal_310,Vendedor_123,Grandes Superficies,Educacion,3,1497.6,ENTREGADO
TRX-385841,ITM-989784,CTR-98825,2025-01-31T12:11:06.000Z,NEVERA,Municipio_10,Barrio_178,ESTRATO 6,Aliado_23,Sucursal_310,Vendedor_123,Grandes Superficies,Hogar,12,2176.5,ENTREGADO
TRX-681552,ITM-159139,CTR-45472,2025-01-31T12:07:48.000Z,SOAT,Municipio_11,Barrio_405,ESTRATO 5,Aliado_32,Sucursal_351,Vendedor_32,Puntos Fijos Mpios,Movilidad,13,874.2,ENTREGADO
TRX-950358,ITM-402860,CTR-83932,2025-01-31T12:07:15.000Z,MOTOS,Municipio_9,Barrio_10,ESTRATO 1,Aliado_4,Sucursal_404,Vendedor_4,Puntos Fijos Mpios,Movilidad,17,6193.0,ENTREGADO
TRX-237558,ITM-643184,CTR-82829,2025-01-31T12:03:40.000Z,CALENTADOR,Municipio_10,Barrio_400,ESTRATO 4,Aliado_67,Sucursal_310,Vendedor_167,grandes superficies,HOGAR,18,964.9,ENTREGADO
TRX-759026,ITM-957268,CTR-48129,2025-01-31T12:02:12.000Z,MDC - VENTA PAP,Municipio_13,Barrio_244,ESTRATO 5,Aliado_197,Sucursal_225,Vendedor_125,Fdv Externa,Materiales de Construccion,3,557.8,ENTREGADO
TRX-863612,ITM-896818,CTR-76314,2025-01-31T12:00:24.000Z,TELEFONOS CELULARES,Municipio_10,Barrio_465,ESTRATO 4,Aliado_64,Sucursal_310,Vendedor_115,Fdv Externa,Hogar,13,1875.9,ENTREGADO
TRX-239481,ITM-749462,CTR-39235,2025-01-31T11:59:58.000Z,OTROS ENSERES MENORES,Municipio_22,Barrio_419,ESTRATO 6,Aliado_84,Sucursal_301,Vendedor_84,Fdv Externa,Viajes y Experiencia,23,2490.6,ENTREGADO
TRX-239481,ITM-989784,CTR-39235,2025-01-31T11:59:58.000Z,NEVERA,Municipio_22,Barrio_419,ESTRATO 6,Aliado_84,Sucursal_301,Vendedor_84,Fdv Externa,Viajes y Experiencia,23,1297.3,ENTREGADO
TRX-239481,ITM-989784,CTR-39235,2025-01-31T11:59:58.000Z,NEVERA,Municipio_22,Barrio_419,ESTRATO 6,Aliado_84,Sucursal_301,Vendedor_84,Fdv Externa,Viajes y Experiencia,23,1297.3,ENTREGADO
TRX-570885,ITM-559076,CTR-97761,2025-01-31T11:57:53.000Z,TELEVISOR,Municipio_30,Barrio_24,ESTRATO 1,Aliado_53,Sucursal_52,Vendedor_53,Puntos Fijos Cali,Educacion,3,1405.5,ENTREGADO
TRX-916804,ITM-402860,CTR-38874,2025-01-31T11:57:27.000Z,MOTOS,Municipio_10,Barrio_72,ESTRATO 4,Aliado_147,Sucursal_124,Vendedor_115,Fdv Externa,Movilidad,29,6531.5,ENTREGADO
TRX-928543,ITM-700464,CTR-99008,2025-01-31T11:55:17.000Z,TELEVENTA - MUEBLES,Municipio_9,Barrio_305,ESTRATO 5,Aliado_6,Sucursal_310,Vendedor_17,Televentas,Educacion,36,1874.6,ENTREGADO
TRX-906669,ITM-778034,CTR-37005,2025-01-31T11:54:53.000Z,CELULAR,Municipio_10,Barrio_214,ESTRATO 6,Aliado_84,Sucursal_374,Vendedor_84,Fdv Externa,Viajes y Experiencia,6,1400.6,ENTREGADO
TRX-869345,ITM-821634,CTR-52176,2025-01-31T11:54:21.000Z,MATRICULA,Municipio_10,Barrio_131,ESTRATO 6,Aliado_19,Sucursal_368,Vendedor_19,Puntos Fijos Cali,Educacion,8,6800.9,ENTREGADO
TRX-145144,ITM-493372,CTR-88613,2025-01-31T11:52:14.000Z,,Municipio_10,Barrio_466,ESTRATO 1,Aliado_23,Sucursal_310,Vendedor_123,Grandes Superficies,Hogar,12,1399.9,ENTREGADO
TRX-145144,ITM-749462,CTR-88613,2025-01-31T11:52:14.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_466,ESTRATO 1,Aliado_23,Sucursal_310,Vendedor_123,Grandes Superficies,Hogar,12,49.9,ENTREGADO
TRX-739265,ITM-159139,CTR-36534,2025-01-31T11:51:04.000Z,SOAT,Municipio_29,Barrio_491,ESTRATO 5,Aliado_32,Sucursal_231,Vendedor_32,Puntos Fijos Mpios,Movilidad,11,510.1,ENTREGADO
TRX-290800,ITM-797018,CTR-76292,2025-01-31T11:49:38.000Z,CREDITO EDUCATIVO,Municipio_10,Barrio_25,ESTRATO 6,Aliado_101,Sucursal_154,Vendedor_1,Puntos Fijos Cali,Educacion,8,2893.6,ENTREGADO
TRX-299776,ITM-559076,CTR-19382,2025-01-31T11:48:09.000Z,TELEVISOR,Municipio_33,Barrio_58,ESTRATO 5,Aliado_53,Sucursal_478,Vendedor_53,Fdv Externa,Hogar,25,2292.5,ENTREGADO
TRX-606647,ITM-821634,CTR-97149,2025-01-31T11:44:01.000Z,MATRICULA,Municipio_10,Barrio_382,ESTRATO 4,Aliado_19,Sucursal_368,Vendedor_19,Televentas,Educacion,3,4842.2,ENTREGADO
TRX-944457,ITM-402860,CTR-75800,2025-01-31T11:41:55.000Z,MOTOS,Municipio_10,Barrio_213,ESTRATO 4,Aliado_105,Sucursal_411,Vendedor_205,Televentas,Viajes y Experiencia,9,147.8,ENTREGADO
TRX-662280,ITM-402860,CTR-30611,2025-01-31T11:41:50.000Z,MOTOS,Municipio_10,Barrio_257,ESTRATO 4,Aliado_151,Sucursal_202,Vendedor_51,Televentas,Movilidad,33,5760.0,ENTREGADO
TRX-216192,ITM-989784,CTR-92969,2025-01-31T11:39:32.000Z,NEVERA,Municipio_11,Barrio_343,ESTRATO 6,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Hogar,23,3311.9,ENTREGADO
TRX-216192,ITM-778034,CTR-92969,2025-01-31T11:39:32.000Z,CELULAR,Municipio_11,Barrio_343,ESTRATO 6,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Hogar,23,1103.9,ENTREGADO
TRX-133517,ITM-240983,CTR-56361,2025-01-31T11:39:06.000Z,MATERIALES VARIOS,Municipio_10,Barrio_120,ESTRATO 5,Aliado_75,Sucursal_354,Vendedor_75,Puntos Fijos Cali,Materiales de Construccion,24,2716.2,ENTREGADO
TRX-472916,ITM-434783,CTR-10308,2025-01-31T11:38:48.000Z,VIAJES,Municipio_10,Barrio_388,ESTRATO 6,Aliado_45,Sucursal_420,Vendedor_208,Puntos Fijos Cali,Viajes y Experiencia,12,1721.6,ENTREGADO
TRX-472916,ITM-781633,CTR-10308,2025-01-31T11:38:48.000Z,IMPUESTO VIAJES,Municipio_10,Barrio_388,ESTRATO 6,Aliado_45,Sucursal_420,Vendedor_208,Puntos Fijos Cali,Viajes y Experiencia,12,1647.7,ENTREGADO
TRX-122651,ITM-778034,CTR-89123,2025-01-31T11:34:41.000Z,CELULAR,Municipio_10,Barrio_147,ESTRATO 4,Aliado_84,Sucursal_303,Vendedor_84,Grandes Superficies,Hogar,12,1223.9,ENTREGADO
TRX-142289,ITM-811739,CTR-31664,2025-01-31T11:34:07.000Z,COLCHONES,Municipio_10,Barrio_309,ESTRATO 6,Aliado_80,Sucursal_292,Vendedor_125,Fdv Externa,Viajes y Experiencia,1,1571.4,ANULADO
TRX-622957,ITM-743244,CTR-59432,2025-01-31T11:32:02.000Z,REVISION TECNICO MECANICA,Municipio_20,Barrio_488,ESTRATO 6,Aliado_94,Sucursal_403,Vendedor_294,Puntos Fijos Mpios,Movilidad,1,253.8,ENTREGADO
TRX-194987,ITM-118549,CTR-34838,2025-01-31T11:31:06.000Z,LAVADORA,Municipio_10,Barrio_195,ESTRATO 4,Aliado_57,Sucursal_18,Vendedor_157,Fdv Externa,Hogar,58,3024.0,ENTREGADO
TRX-194987,ITM-989784,CTR-34838,2025-01-31T11:31:06.000Z,NEVERA,Municipio_10,Barrio_195,ESTRATO 4,Aliado_57,Sucursal_18,Vendedor_157,Fdv Externa,Hogar,58,3087.0,ENTREGADO
TRX-194987,ITM-593254,CTR-34838,2025-01-31T11:31:06.000Z,CUBIERTA,Municipio_10,Barrio_195,ESTRATO 4,Aliado_57,Sucursal_18,Vendedor_157,Fdv Externa,Hogar,58,995.4,ENTREGADO
TRX-896442,ITM-402860,CTR-36195,2025-01-31T11:30:00.000Z,MOTOS,Municipio_10,Barrio_195,ESTRATO 4,Aliado_11,Sucursal_411,Vendedor_211,Televentas,Movilidad,7,173.1,ENTREGADO
TRX-285075,ITM-716706,CTR-70089,2025-01-31T11:27:00.000Z,IMPRESORA,Municipio_10,Barrio_303,ESTRATO 6,Aliado_84,Sucursal_303,Vendedor_84,Grandes Superficies,Hogar,13,718.9,ENTREGADO
TRX-285075,ITM-559076,CTR-70089,2025-01-31T11:27:00.000Z,TELEVISOR,Municipio_10,Barrio_303,ESTRATO 6,Aliado_84,Sucursal_303,Vendedor_84,Grandes Superficies,Hogar,13,1636.1,ENTREGADO
TRX-205304,ITM-406089,CTR-42615,2025-01-31T11:25:42.000Z,UTENCILIOS DE COCINA,Municipio_11,Barrio_25,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Fuerza de Venta Externa,Viajes y Experiencia,14,1656.6,ENTREGADO
TRX-838084,ITM-402860,CTR-42094,2025-01-31T11:23:15.000Z,MOTOS,Municipio_10,Barrio_383,ESTRATO 5,Aliado_13,Sucursal_413,Vendedor_213,Puntos Fijos Cali,Movilidad,47,7492.8,ENTREGADO
TRX-643167,ITM-312442,CTR-24937,2025-01-31T11:21:24.000Z,CEMENTO,Municipio_10,Barrio_176,ESTRATO 5,Aliado_110,Sucursal_452,Vendedor_110,Puntos Fijos Cali,Materiales de Construccion,29,1104.0,ENTREGADO
TRX-322763,ITM-402860,CTR-36195,2025-01-31T11:21:22.000Z,MOTOS,Municipio_10,Barrio_195,ESTRATO 4,Aliado_32,Sucursal_351,Vendedor_32,Televentas,MOVILIDAD,7,280.8,ENTREGADO
TRX-755257,ITM-321330,CTR-65585,2025-01-31T11:17:58.000Z,MATERIALES DE CONSTRUCCION,Municipio_15,Barrio_496,ESTRATO 5,Aliado_52,Sucursal_352,Vendedor_252,Puntos Fijos Mpios,Materiales de Construccion,26,5659.3,ENTREGADO
TRX-591168,ITM-778034,CTR-55196,2025-01-31T11:12:59.000Z,CELULAR,Municipio_10,Barrio_187,ESTRATO 6,Aliado_84,Sucursal_301,Vendedor_84,Fdv Externa,Viajes y Experiencia,22,1259.9,ENTREGADO
TRX-591168,ITM-778034,CTR-55196,2025-01-31T11:12:59.000Z,CELULAR,Municipio_10,Barrio_187,ESTRATO 6,Aliado_84,Sucursal_301,Vendedor_84,Fdv Externa,Viajes y Experiencia,22,629.9,ENTREGADO
TRX-591168,ITM-778034,CTR-55196,2025-01-31T11:12:59.000Z,CELULAR,Municipio_10,Barrio_187,ESTRATO 6,Aliado_84,Sucursal_301,Vendedor_84,Fdv Externa,Viajes y Experiencia,22,1259.9,ENTREGADO
TRX-413106,ITM-312442,CTR-16659,2025-01-31T11:11:33.000Z,CEMENTO,Municipio_11,Barrio_23,ESTRATO 5,Aliado_124,Sucursal_333,Vendedor_24,Puntos Fijos Mpios,Educacion,9,113.8,ENTREGADO
TRX-413106,ITM-240983,CTR-16659,2025-01-31T11:11:33.000Z,MATERIALES VARIOS,Municipio_11,Barrio_23,ESTRATO 5,Aliado_124,Sucursal_333,Vendedor_24,Puntos Fijos Mpios,Educacion,9,408.1,ENTREGADO
TRX-458552,ITM-118549,CTR-91993,2025-01-31T11:04:55.000Z,LAVADORA,Municipio_10,Barrio_382,ESTRATO 4,Aliado_53,Sucursal_165,Vendedor_125,Fdv Externa,Hogar,38,2039.5,ENTREGADO
TRX-458552,ITM-865573,CTR-91993,2025-01-31T11:04:55.000Z,TELEVISOR C1,Municipio_10,Barrio_382,ESTRATO 4,Aliado_64,Sucursal_310,Vendedor_125,Fdv Externa,Hogar,38,2089.0,ENTREGADO
TRX-423827,ITM-142215,CTR-57499,2025-01-31T11:01:55.000Z,MUEBLES HOGAR,Municipio_31,Barrio_111,ESTRATO 5,Aliado_53,Sucursal_481,Vendedor_53,Puntos Fijos Cali,Educacion,10,462.4,REGISTRADO
TRX-870723,ITM-702062,CTR-45021,2025-01-31T10:55:29.000Z,EDUCACION PARA EL TRABAJO,Municipio_22,Barrio_308,ESTRATO 4,Aliado_60,Sucursal_260,Vendedor_60,Puntos Fijos Mpios,Educacion,23,950.8,REGISTRADO
TRX-576100,ITM-118549,CTR-83295,2025-01-31T10:51:25.000Z,LAVADORA,Municipio_22,Barrio_308,ESTRATO 4,Aliado_152,Sucursal_310,Vendedor_152,Fdv Externa,Viajes y Experiencia,59,2909.5,ENTREGADO
TRX-375219,ITM-271817,CTR-69677,2025-01-31T10:50:43.000Z,MUEBLES - VENTA PAP,Municipio_15,Barrio_496,ESTRATO 5,Aliado_30,Sucursal_330,Vendedor_125,Fdv Externa,Hogar,46,5607.0,ENTREGADO
TRX-689313,ITM-159139,CTR-83555,2025-01-31T10:50:33.000Z,SOAT,Municipio_9,Barrio_119,ESTRATO 4,Aliado_178,Sucursal_256,Vendedor_278,Centro de Experiencia,Movilidad,5,411.5,ENTREGADO
TRX-473149,ITM-240983,CTR-39674,2025-01-31T10:49:23.000Z,MATERIALES VARIOS,Municipio_10,Barrio_7,ESTRATO 5,Aliado_75,Sucursal_354,Vendedor_75,Puntos Fijos Cali,Materiales de Construccion,10,1106.8,ENTREGADO
TRX-784453,ITM-989784,CTR-67147,2025-01-31T10:48:49.000Z,NEVERA,Municipio_14,Barrio_313,ESTRATO 5,Aliado_53,Sucursal_159,Vendedor_53,Fdv Externa,Hogar,11,1816.4,ENTREGADO
TRX-465977,ITM-312442,CTR-39354,2025-01-31T10:40:47.000Z,CEMENTO,Municipio_10,Barrio_469,ESTRATO 4,Aliado_57,Sucursal_424,Vendedor_157,Fdv Externa,Materiales de Construccion,12,3402.9,ENTREGADO
TRX-824069,ITM-957268,CTR-60748,2025-01-31T10:39:13.000Z,MDC - VENTA PAP,Municipio_10,Barrio_499,ESTRATO 5,Aliado_143,Sucursal_43,Vendedor_125,Fdv Externa,Materiales de Construccion,33,1387.1,ENTREGADO
TRX-363804,ITM-441730,CTR-24685,2025-01-31T10:36:45.000Z,ENCHAPE,Municipio_11,Barrio_241,ESTRATO 5,Aliado_81,Sucursal_446,Vendedor_281,Puntos Fijos Mpios,Materiales de Construccion,7,209.1,ENTREGADO
TRX-801481,ITM-402860,CTR-81859,2025-01-31T10:31:29.000Z,MOTOS,Municipio_10,Barrio_213,ESTRATO 4,Aliado_32,Sucursal_351,Vendedor_32,Televentas,Movilidad,1,280.8,ENTREGADO
TRX-593336,ITM-462177,CTR-14352,2025-01-31T10:30:12.000Z,MUEBLES,Municipio_10,Barrio_388,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Hogar,6,369.9,ENTREGADO
TRX-593336,ITM-431229,CTR-14352,2025-01-31T10:30:12.000Z,HIERRO,Municipio_10,Barrio_388,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Hogar,6,1677.5,ENTREGADO
TRX-593336,ITM-981037,CTR-14352,2025-01-31T10:30:12.000Z,HERRAMIENTAS,Municipio_10,Barrio_388,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Hogar,6,104.9,ENTREGADO
TRX-488507,ITM-402860,CTR-30181,2025-01-31T10:28:03.000Z,MOTOS,Municipio_10,Barrio_334,ESTRATO 6,Aliado_151,Sucursal_100,Vendedor_51,Puntos Fijos Cali,Movilidad,58,7888.9,ENTREGADO
TRX-108015,ITM-915060,CTR-25698,2025-01-31T10:26:34.000Z,TECNICO - TECNOLOGICO,Municipio_10,Barrio_311,ESTRATO 6,Aliado_4,Sucursal_4,Vendedor_4,Puntos Fijos Cali,Educacion,6,4314.9,ENTREGADO
TRX-175478,ITM-902903,CTR-11847,2025-01-31T10:22:43.000Z,NEVERAS C1,Municipio_10,Barrio_7,ESTRATO 5,Aliado_104,Sucursal_253,Vendedor_115,Fdv Externa,Hogar,34,2365.3,ENTREGADO
TRX-509920,ITM-240983,CTR-66720,2025-01-31T10:21:15.000Z,MATERIALES VARIOS,Municipio_11,Barrio_340,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Materiales de Construccion,11,2276.5,ENTREGADO
TRX-325515,ITM-185661,CTR-42190,2025-01-31T10:11:58.000Z,LAVADORAS,Municipio_10,Barrio_214,ESTRATO 6,Aliado_104,Sucursal_26,Vendedor_104,Puntos Fijos Cali,Hogar,2,1690.8,ENTREGADO
TRX-338077,ITM-402860,CTR-61313,2025-01-31T10:10:07.000Z,MOTOS,Municipio_10,Barrio_148,ESTRATO 5,Aliado_178,Sucursal_256,Vendedor_278,Puntos Fijos Cali,Movilidad,6,672.9,ANULADO
TRX-782553,ITM-402860,CTR-71478,2025-01-31T10:10:05.000Z,MOTOS,Municipio_9,Barrio_493,ESTRATO 4,Aliado_32,Sucursal_351,Vendedor_32,Puntos Fijos Mpios,MOVILIDAD,3,571.2,ENTREGADO
TRX-641476,ITM-846181,CTR-62453,2025-01-31T10:07:59.000Z,TELEFONO CELULAR,Municipio_9,Barrio_241,ESTRATO 4,Aliado_53,Sucursal_159,Vendedor_53,Fdv Externa,Viajes y Experiencia,10,1268.9,ENTREGADO
TRX-810737,ITM-634962,CTR-17870,2025-01-31T10:06:38.000Z,AIRE ACONDICIONADO,Municipio_10,Barrio_20,ESTRATO 1,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Hogar,1,29.1,ENTREGADO
TRX-810737,ITM-402860,CTR-17870,2025-01-31T10:06:38.000Z,MOTOS,Municipio_10,Barrio_20,ESTRATO 1,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Hogar,1,93.1,ENTREGADO
TRX-682584,ITM-778034,CTR-79231,2025-01-31T10:06:27.000Z,CELULAR,Municipio_20,Barrio_85,ESTRATO 6,Aliado_84,Sucursal_458,Vendedor_84,GRANDES SUPERFICIES,Educacion,23,475.1,ENTREGADO
TRX-682584,ITM-778034,CTR-79231,2025-01-31T10:06:27.000Z,CELULAR,Municipio_20,Barrio_85,ESTRATO 6,Aliado_84,Sucursal_458,Vendedor_84,GRANDES SUPERFICIES,Educacion,35,2375.9,ENTREGADO
TRX-527509,ITM-240983,CTR-27012,2025-01-31T10:03:41.000Z,MATERIALES VARIOS,Municipio_10,Barrio_213,ESTRATO 4,Aliado_42,Sucursal_48,Vendedor_242,Televentas,Educacion,15,3354.1,ENTREGADO
TRX-467728,ITM-915060,CTR-64796,2025-01-31T10:02:00.000Z,TECNICO - TECNOLOGICO,Municipio_12,Barrio_380,ESTRATO 5,Aliado_4,Sucursal_4,Vendedor_4,Puntos Fijos Mpios,Educacion,5,3859.1,ENTREGADO
TRX-106504,ITM-118549,CTR-32843,2025-01-31T10:01:56.000Z,LAVADORA,Municipio_10,Barrio_242,ESTRATO 4,Aliado_53,Sucursal_165,Vendedor_125,Fdv Externa,Hogar,1,1932.1,ENTREGADO
TRX-294702,ITM-441730,CTR-42277,2025-01-31T10:01:52.000Z,ENCHAPE,Municipio_50,Barrio_38,ESTRATO 4,Aliado_81,Sucursal_319,Vendedor_281,Puntos Fijos Mpios,Educacion,5,1522.0,ENTREGADO
TRX-822614,ITM-402860,CTR-78895,2025-01-31T09:50:35.000Z,MOTOS,Municipio_10,Barrio_267,ESTRATO 5,Aliado_32,Sucursal_351,Vendedor_32,Puntos Fijos Cali,Viajes y Experiencia,11,538.6,ENTREGADO
TRX-239183,ITM-402860,CTR-72797,2025-01-31T09:47:13.000Z,MOTOS,Municipio_10,Barrio_430,ESTRATO 1,Aliado_32,Sucursal_351,Vendedor_32,Puntos Fijos Cali,Movilidad,9,594.0,ENTREGADO
TRX-273453,ITM-778034,CTR-67019,2025-01-31T09:46:45.000Z,CELULAR,Municipio_10,Barrio_475,ESTRATO 4,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,hogar,17,1780.7,ENTREGADO
TRX-397857,ITM-769285,CTR-30849,2025-01-31T09:45:40.000Z,TELEVENTA - CELULARES,Municipio_10,Barrio_7,ESTRATO 5,Aliado_64,Sucursal_310,Vendedor_17,Televentas,Viajes y Experiencia,21,4978.7,ANULADO
TRX-967228,ITM-989784,CTR-49590,2025-01-31T09:44:35.000Z,NEVERA,Municipio_47,Barrio_406,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Viajes y Experiencia,22,1480.5,REGISTRADO
TRX-807320,ITM-811739,CTR-93396,2025-01-31T09:40:25.000Z,COLCHONES,Municipio_10,Barrio_186,ESTRATO 6,Aliado_29,Sucursal_453,Vendedor_29,Televentas,Hogar,15,2552.2,ENTREGADO
TRX-429059,ITM-989784,CTR-38917,2025-01-31T09:33:26.000Z,NEVERA,Municipio_10,Barrio_435,ESTRATO 5,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Hogar,17,4078.0,ENTREGADO
TRX-924989,ITM-240983,CTR-89695,2025-01-31T09:32:24.000Z,MATERIALES VARIOS,Municipio_10,Barrio_186,ESTRATO 5,Aliado_75,Sucursal_318,Vendedor_75,Televentas,Materiales de Construccion,7,1571.1,ENTREGADO
TRX-669429,ITM-902903,CTR-32673,2025-01-31T09:28:33.000Z,NEVERAS C1,Municipio_28,Barrio_256,ESTRATO 6,Aliado_104,Sucursal_253,Vendedor_125,Puntos Fijos Cali,Educacion,34,2916.3,ENTREGADO
TRX-877926,ITM-441730,CTR-97752,2025-01-31T09:28:11.000Z,ENCHAPE,Municipio_10,Barrio_19,ESTRATO 5,Aliado_38,Sucursal_199,Vendedor_238,Puntos Fijos Cali,Materiales de Construccion,47,5441.0,ENTREGADO
TRX-933561,ITM-402860,CTR-30654,2025-01-31T09:27:02.000Z,MOTOS,Municipio_21,Barrio_241,ESTRATO 1,Aliado_25,Sucursal_254,Vendedor_25,Puntos Fijos Cali,Movilidad,46,5401.8,ENTREGADO
TRX-473302,ITM-778034,CTR-12945,2025-01-31T09:26:36.000Z,CELULAR,Municipio_10,Barrio_475,ESTRATO 6,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Hogar,17,635.9,ENTREGADO
TRX-473302,ITM-749462,CTR-12945,2025-01-31T09:26:36.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_475,ESTRATO 6,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Hogar,17,266.0,ENTREGADO
TRX-905708,ITM-749462,CTR-13788,2025-01-31T09:26:27.000Z,OTROS ENSERES MENORES,Municipio_29,Barrio_289,ESTRATO 5,Aliado_23,Sucursal_310,Vendedor_123,Grandes Superficies,Educacion,2,259.2,ENTREGADO
TRX-217621,ITM-749462,CTR-99516,2025-01-31T09:23:37.000Z,OTROS ENSERES MENORES,Municipio_35,Barrio_52,ESTRATO 5,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Hogar,15,884.0,ENTREGADO
TRX-536260,ITM-159139,CTR-81255,2025-01-31T09:20:34.000Z,SOAT,Municipio_11,Barrio_372,ESTRATO 5,Aliado_155,Sucursal_310,Vendedor_208,Fdv Externa,Movilidad,45,6989.1,ANULADO
TRX-480457,ITM-312442,CTR-25183,2025-01-31T09:13:28.000Z,CEMENTO,Municipio_9,Barrio_184,ESTRATO 6,Aliado_118,Sucursal_338,Vendedor_18,Puntos Fijos Mpios,Educacion,47,1202.8,ENTREGADO
TRX-480457,ITM-240983,CTR-25183,2025-01-31T09:13:28.000Z,MATERIALES VARIOS,Municipio_9,Barrio_184,ESTRATO 6,Aliado_118,Sucursal_338,Vendedor_18,Puntos Fijos Mpios,Educacion,47,9320.1,ENTREGADO
TRX-758913,ITM-581788,CTR-24562,2025-01-31T09:11:43.000Z,CARROS,Municipio_13,Barrio_244,ESTRATO 5,Aliado_178,Sucursal_256,Vendedor_278,Puntos Fijos Mpios,Movilidad,4,780.1,ANULADO
TRX-609263,ITM-534128,CTR-39674,2025-01-31T09:10:46.000Z,PVC,Municipio_10,Barrio_7,ESTRATO 5,Aliado_200,Sucursal_500,Vendedor_100,Televentas,Educacion,7,916.8,ENTREGADO
TRX-259209,ITM-634962,CTR-84539,2025-01-31T09:08:55.000Z,AIRE ACONDICIONADO,Municipio_11,Barrio_362,ESTRATO 5,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Educacion,1,323.0,ENTREGADO
TRX-232984,ITM-989784,CTR-22283,2025-01-31T09:05:14.000Z,NEVERA,Municipio_9,Barrio_233,ESTRATO 4,Aliado_53,Sucursal_165,Vendedor_53,Fdv Externa,Hogar,12,2505.6,REGISTRADO
TRX-907629,ITM-559076,CTR-79472,2025-01-31T09:04:30.000Z,TELEVISOR,Municipio_10,Barrio_131,ESTRATO 6,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Educacion,9,1034.2,ENTREGADO
TRX-565506,ITM-749462,CTR-12606,2025-01-31T09:04:23.000Z,OTROS ENSERES MENORES,Municipio_16,Barrio_310,ESTRATO 5,Aliado_23,Sucursal_310,Vendedor_123,Grandes Superficies,Educacion,16,458.6,ENTREGADO
TRX-123594,ITM-140008,CTR-31100,2025-01-31T09:02:41.000Z,MATRICULAS MOTOS,Municipio_10,Barrio_72,ESTRATO 4,Aliado_191,Sucursal_491,Vendedor_191,Televentas,movilidad,33,1587.3,ANULADO
TRX-123594,ITM-159139,CTR-31100,2025-01-31T09:02:41.000Z,SOAT,Municipio_10,Barrio_72,ESTRATO 4,Aliado_191,Sucursal_491,Vendedor_191,Televentas,movilidad,33,6908.4,ANULADO
TRX-948765,ITM-312442,CTR-40466,2025-01-31T09:01:44.000Z,CEMENTO,Municipio_10,Barrio_213,ESTRATO 4,Aliado_23,Sucursal_365,Vendedor_223,Televentas,Materiales de Construccion,15,1432.4,ENTREGADO
TRX-299613,ITM-749462,CTR-36324,2025-01-31T08:59:51.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_465,ESTRATO 4,Aliado_84,Sucursal_374,Vendedor_84,Fdv Externa,Viajes y Experiencia,33,232.7,ANULADO
TRX-299613,ITM-891322,CTR-36324,2025-01-31T08:59:51.000Z,MUEBLES MODULARES,Municipio_10,Barrio_465,ESTRATO 4,Aliado_84,Sucursal_374,Vendedor_84,Fdv Externa,Viajes y Experiencia,33,1019.1,ANULADO
TRX-299613,ITM-142215,CTR-36324,2025-01-31T08:59:51.000Z,MUEBLES HOGAR,Municipio_10,Barrio_465,ESTRATO 4,Aliado_84,Sucursal_374,Vendedor_84,Fdv Externa,Viajes y Experiencia,33,707.0,ANULADO
TRX-771354,ITM-402860,CTR-97345,2025-01-31T08:54:22.000Z,MOTOS,Municipio_30,Barrio_286,ESTRATO 1,Aliado_32,Sucursal_351,Vendedor_32,Puntos Fijos Mpios,Movilidad,5,280.8,ENTREGADO
